,Rank,Scores,Name,Branch,Town,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City_y,State,Country,College Type,Average Fees
1086,49593,25.1627968,Mauli Group of Institutions,"Electrical Engg[Electronicsand Power]", College of Engineering and Technology,Co-Ed,45 Acres,1001,73,2011,1.21,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Sawarna,Maharashtra,India,Private,243142.8571
1198,86555,25.1347094,Wainganga College of Engineering and Management,Artificial Intelligence and Data Science, Dongargaon,Co-Ed,7 Acres,1250,164,2008,1.12,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations",Sirul,Maharashtra,India,Private,218722.2222
1163,40488,25.0,Sant Gajanan Maharaj College of Engineering,Computer Science and Engineering, Gadhinglaj,Co-Ed,,933,60,2012,1.99,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Chinchewadi,Maharashtra,India,Private,233000
1051,41253,25.0,Genba Sopanrao Moze College of Engineering,Civil Engineering, Baner-Balewadi,Co-Ed,,1836,76,1999,1.15,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,344000
1175,40995,25.0,KDK College of Engineering,Computer Engineering, Umrer,Co-Ed,,2708,80,1984,1.71,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Nagpur,Maharashtra,India,Private,282222.2222
812,40500,25.0,Universal College of Engineering,Electronics Engineering,Kaman Dist. Palghar,Co-Ed,5 Acres,1438,88,2012,2.35,"University of Mumbai, Mumbai","Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Poman,Maharashtra,India,Private,384000
1160,39788,25.0,Vidya Vikas Pratishthan Institute of Engineering and Technology,Mechanical Engineering, Solapur,Co-Ed,10 Acres,498,63,2009,1.47,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room",Solapur,Maharashtra,India,Private,219250
957,39601,25.0,Bapurao Deshmukh College of Engineering,"Electronics and TelecommunicationEngg", Sevagram,Co-Ed,19 Acres,1710,72,1983,1.31,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Wardha,Maharashtra,India,Private,297333.3333
918,40558,25.0,Tatyasaheb Kore Institute of Engineering and Technology,Civil Engineering, Warananagar,Co-Ed,30 Acres,2160,134,1983,1.65,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Laboratories, Swimming Pool, Alumni Associations",Kolhapur,Maharashtra,India,Private,281538.4615
938,39489,25.0,Deogiri Institute of Engineering and Management Studies,Civil Engineering, Aurangabad,Co-Ed,9 Acres,2968,157,2009,1.27,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Aurangabad,Maharashtra,India,Private,216583.3333
1176,40995,25.0,KDK College of Engineering,Computer Engineering, Umrer,Co-Ed,6 Acres,2877,23,1984,1.58,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations",Ghoturli,Maharashtra,India,Private,364000
914,40687,25.0,Tatyasaheb Kore Institute of Engineering and Technology,Mechanical Engineering, Warananagar,Co-Ed,30 Acres,2160,134,1983,1.7,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Laboratories, Swimming Pool, Alumni Associations",Kolhapur,Maharashtra,India,Private,281538.4615
727,41019,25.0,JSPM Narhe Technical Campus,Civil Engineering, Pune.,Co-Ed,,2610,166,2011,2.55,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.1818
630,40102,25.0,Annasaheb Dange College of Engineering and Technology,Mechanical Engineering, Ashta,Co-Ed,25 Acres,2664,166,1999,3.28,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
951,49701,24.8477503,Deogiri Institute of Engineering and Management Studies,Mechanical Engineering, Aurangabad,Co-Ed,9 Acres,2968,157,2009,1.49,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Aurangabad,Maharashtra,India,Private,216583.3333
931,49687,24.8477503,Tatyasaheb Kore Institute of Engineering and Technology,Mechanical Engineering, Warananagar,Co-Ed,30 Acres,2160,134,1983,1.57,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Laboratories, Swimming Pool, Alumni Associations",Kolhapur,Maharashtra,India,Private,281538.4615
807,86822,24.7663165,Anjuman-I-Islam's Kalsekar Technical Campus,"Electronics andTelecommunication Engg", Panvel,Co-Ed,11 Acres,2440,78,2011,2.85,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6667
367,49900,24.5298782,Vidyalankar Institute of Technology,Electronics Engineering,Wadala,Co-Ed,11 Acres,3563,167,1999,3.22,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
1147,49900,24.5298782,Bharat College of Engineering,"Computer Science andEngineering(Artificial Intelligence andMachine Learning)", Kanhor,Co-Ed,16 Acres,,68,2010,1.15,"University of Mumbai, Mumbai","Library, Sports, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Thane,Maharashtra,India,Private,279000
695,49963,24.4474919,Marathwada Mitra Mandal's College of Engineering,Electrical Engineering, Karvenagar,Co-Ed,,2483,85,2006,3.38,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,283285.7143
971,50077,24.3984801,Shree Ramchandra College of Engineering,Artificial Intelligence and Data Science, Lonikand,Co-Ed,12 Acres,1032,115,2011,1.52,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,213666.6667
631,42515,24.0,Annasaheb Dange College of Engineering and Technology,Mechanical Engineering, Ashta,Co-Ed,25 Acres,2664,166,1999,3.42,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
742,42461,24.0,Sinhgad Academy of Engineering,Civil Engineering, Kondhwa (BK)  Kondhwa-Saswad Road,Co-Ed,,3071,150,2005,2.55,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
407,41509,24.0,Sinhgad College of Engineering,Production Engineering, Vadgaon (BK),Co-Ed,5 Acres,5292,300,1996,3.34,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
895,41707,24.0,Jawaharlal Darda Institute of Engineering and Technology,Chemical Engineering, Yavatmal,Co-Ed,20 Acres,1280,40,1996,1.39,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000
1183,42485,24.0,Vidya Niketan College of Engineering,Civil Engineering, Bota Sangamner,Co-Ed,14 Acres,306,70,2012,1.01,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bota,Maharashtra,India,Private,195000
579,42337,24.0,Vidyavardhini's College of Engineering and Technology,Instrumentation Engineering, Vasai,Co-Ed,12 Acres,1809,65,1994,3.15,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
1196,50175,23.9631532,Wainganga College of Engineering and Management,Mechanical Engineering, Dongargaon,Co-Ed,7 Acres,1250,164,2008,1.16,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations",Sirul,Maharashtra,India,Private,218722.2222
1325,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,10 Acres,1044,38,2012,1.72,"Anna University, Chennai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Bodinayakanur,Tamil Nadu,India,Public/Government,36880
1323,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,10 Acres,1092,43,2013,1.6,"Anna University, Chennai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Fathimanagar,Tamil Nadu,India,Public/Government,30200
1320,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,,1096,40,2009,1.37,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kalahandi,Odisha,India,Public/Government,115000
1317,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,19 Acres,1640,47,1996,1.05,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Parking Facility, Guest Room",Jalgaon,Maharashtra,India,Public/Government,276333.3333
1316,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,55 Acres,1972,52,1981,1.14,"Anna University, Chennai","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Tirunelveli,Tamil Nadu,India,Public/Government,25353.33333
1321,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,45 Acres,1332,15,1995,1.38,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Keonjhar,Odisha,India,Public/Government,162000
1315,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,,1590,76,1986,1.0,"APJ Abdul Kalam Technological University, Thiruvananthapuram","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Kannur,Kerala,India,Public/Government,24000
1314,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,,4285,81,1966,1.44,"Anna University, Chennai","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Convenience Store, Alumni Associations",Salem,Tamil Nadu,India,Public/Government,22665
1322,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,36 Acres,1074,36,2012,1.52,"Anna University, Chennai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Thanjavur,Tamil Nadu,India,Public/Government,34120
1319,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,,902,47,1994,1.24,"Anna University, Chennai","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Bargur,Tamil Nadu,India,Public/Government,36940
1313,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,40 Acres,1711,57,1960,1.99,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Parking Facility",Karad,Maharashtra,India,Public/Government,219183.8462
1318,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,62 Acres,1523,51,1996,1.31,"Gondwana University, Gadchiroli","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Chandrapur,Maharashtra,India,Public/Government,101000
1311,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,,1970,81,1960,1.26,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Boys Hostel, Girls Hostel, Library, Cafeteria, Wifi, IT Infrastructure",Aurangabad,Maharashtra,India,Public/Government,199963.0435
1324,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,,1028,43,2013,1.87,"Anna University, Chennai","Boys Hostel, Girls Hostel, Gym, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Dharmapuri,Tamil Nadu,India,Public/Government,36920
1312,50195,23.9421137,Government College of Engineering,"InstrumentationEngineering", Jalgaon,Co-Ed,114 Acres,910,74,1964,1.07,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Amravati,Maharashtra,India,Public/Government,238733.3333
959,50263,23.7707141,Bapurao Deshmukh College of Engineering,Computer Engineering, Sevagram,Co-Ed,19 Acres,1710,72,1983,1.12,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Wardha,Maharashtra,India,Private,297333.3333
677,50298,23.6800095,Lokmanya Tilak College of Engineering,"Computer Science andEngineering(Data Science)", Kopar Khairane,Co-Ed,3 Acres,2216,108,1994,3.34,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
1081,50313,23.6800095,Mauli Group of Institutions,Mechanical Engineering, College of Engineering and Technology,Co-Ed,45 Acres,1001,73,2011,2.0,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Sawarna,Maharashtra,India,Private,243142.8571
679,87064,23.6497475,Lokmanya Tilak College of Engineering,"Computer Science andEngineering (Internet of", Kopar Khairane,Co-Ed,3 Acres,2216,108,1994,3.15,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
802,50367,23.4733236,Anjuman-I-Islam's Kalsekar Technical Campus,Civil Engineering, Panvel,Co-Ed,11 Acres,2440,78,2011,2.67,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6667
